KUBridge	0xd0d05a5b	kuKernelGetUmdFile
Kernel_Library	0x092968f4	sceKernelCpuSuspendIntr
Kernel_Library	0x15b6446b	sceKernelUnlockLwMutex
Kernel_Library	0x3b84732d	sceKernelCpuResumeIntrWithSync
Kernel_Library	0x47a0b729	sceKernelIsCpuIntrSuspended
Kernel_Library	0x5f10d406	sceKernelCpuResumeIntr
Kernel_Library	0xb55249d2	sceKernelIsCpuIntrEnable
Kernel_Library	0xbea46419	sceKernelLockLwMutex
Kernel_Library	0xdc692ee3	sceKernelTryLockLwMutex
LflashFatfmt	0xb7a424a4	sceLflashFatfmtStartFatfmt
LoadCoreForKernel	0x001b57bb	sceKernelDeleteModule
LoadCoreForKernel	0x0295cfce	sceKernelUnlinkLibraryEntries
LoadCoreForKernel	0x0b464512	sceKernelReleaseLibrary
LoadCoreForKernel	0x0de1f600	sceKernelLinkLibraryEntriesForUser
LoadCoreForKernel	0x0e760dba	sceKernelLinkLibraryEntries
LoadCoreForKernel	0x1915737f	sceKernelMaskLibraryEntries
LoadCoreForKernel	0x1999032f	sceKernelLoadCoreLock
LoadCoreForKernel	0x1c394885	sceKernelLoadExecutableObject
LoadCoreForKernel	0x2952f5ac	sceKernelDcacheWBinvAll
LoadCoreForKernel	0x2c44f793	sceKernelCreateModule
LoadCoreForKernel	0x2c60ccb8	sceKernelRegisterLibraryForUser
LoadCoreForKernel	0x37e6f41b	sceKernelGetModuleIdListForKernel
LoadCoreForKernel	0x3fe631f0	sceKernelGetModuleListWithAlloc
LoadCoreForKernel	0x40972e6e	sceKernelFindModuleByUID
LoadCoreForKernel	0x410084f9	sceKernelGetModuleGPByAddressForKernel
LoadCoreForKernel	0x41d10899	sceKernelProbeExecutableObject
LoadCoreForKernel	0x44b292ab	sceKernelAllocModule
LoadCoreForKernel	0x48af96a9	sceKernelRegisterLibrary
LoadCoreForKernel	0x493ee781	sceKernelLoadModuleBootLoadCore
LoadCoreForKernel	0x538129f8	sceKernelCanReleaseLibrary
LoadCoreForKernel	0x54ab2675	sceKernelApplyPspRelSection
LoadCoreForKernel	0x5873a31f	sceKernelRegisterLibraryForUser
LoadCoreForKernel	0x5fddb07a	sceKernelSegmentChecksum
LoadCoreForKernel	0x616fcccd	LoadCoreForKernel_616FCCCD
LoadCoreForKernel	0x696594c8	sceKernelQueryLoadCoreCB
LoadCoreForKernel	0x6b2371c2	sceKernelDeleteModule
LoadCoreForKernel	0x6ecfffba	sceKernelLinkLibraryEntriesForUser
LoadCoreForKernel	0x7068e6ba	sceKernelLoadExecutableObject
LoadCoreForKernel	0x7320d964	sceKernelModuleAssign
LoadCoreForKernel	0x74cf001a	sceKernelReleaseModule
LoadCoreForKernel	0x7be1421c	sceKernelCheckExecFile
LoadCoreForKernel	0x82ce54ed	sceKernelModuleCount
LoadCoreForKernel	0x84d5c971	sceKernelCreateAssignModule
LoadCoreForKernel	0x8eae9534	sceKernelLinkLibraryEntries
LoadCoreForKernel	0x99a695f0	sceKernelRegisterLibrary
